식당이미지(ID),식당(ID),식당명,지역명,식당이미지(URL),식당상태
28,789,OK Burger 여의도점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/789_162933214.jpg,폐업
29,789,OK Burger 여의도점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/789_1335663130.jpg,폐업
32,793,콘타이수끼,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/793_1493912629.jpg,미확인
33,793,콘타이수끼,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/793_130777227.jpg,미확인
43,802,후와후와 여의도점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/802_1092487660.jpg,폐업
44,802,후와후와 여의도점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/802_1705238425.jpg,폐업
51,806,제일제면소 여의도IFC몰점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/806_1413648574.jpg,운영중
52,806,제일제면소 여의도IFC몰점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/806_1796163358.jpg,운영중
58,811,크레이지후라이 여의도점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/811_583320834.jpg,폐업
59,811,크레이지후라이 여의도점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/811_1942616296.jpg,폐업
76,818,우담,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/818_861623066.jpg,미확인
77,818,우담,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/818_912438036.jpg,미확인
85,2286,빽다방,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/2286_979564163.jpg,운영중
86,2286,빽다방,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/2286_567135447.jpg,운영중
101,3551,카페에이븐,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/3551_2072029860.jpg,폐업
102,3551,카페에이븐,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/3551_1013482486.jpg,폐업
109,4073,당산떡볶이,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/4073_914157416.jpg,운영중
110,4096,계절식당&포차,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/4096_1789168075.jpg,미확인
111,4096,계절식당&포차,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/4096_15703379.jpg,미확인
132,5770,금돈식당,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/5770_2144807763.jpg,미확인
133,5770,금돈식당,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/5770_2054260155.jpg,미확인
169,8180,진원식당,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/8180_437634510.jpg,폐업
170,8180,진원식당,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/8180_1506305656.jpg,폐업
171,8237,형제정육식당,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/8237_173711027.jpg,운영중
172,8237,형제정육식당,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/8237_285100272.jpg,운영중
178,9094,ing 치킨 신길점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/9094_1262549568.jpg,미확인
179,9094,ing 치킨 신길점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/9094_1637599822.jpg,미확인
181,9236,유로코피자 영등포점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/9236_2062216388.jpg,폐업
182,9348,오늘와인한잔 영등포구청점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/9348_1856120152.jpg,운영중
183,9348,오늘와인한잔 영등포구청점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/9348_1561003456.jpg,운영중
189,9866,만면희색 영등포타임스퀘어점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/9866_129262445.jpg,미확인
190,9866,만면희색 영등포타임스퀘어점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/9866_715563086.jpg,미확인
202,10133,만족오향족발 당산역점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/10133_1613740016.jpg,운영중
203,10824,본죽 선유도역점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/10824_1639941796.jpg,운영중
204,10824,본죽 선유도역점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/10824_99366580.jpg,운영중
216,14187,이필당 왕족발보쌈 본점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/14187_1921489913.jpg,운영중
217,14187,이필당 왕족발보쌈 본점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/14187_935112909.jpg,운영중
235,16692,김밥천국성애병원점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/16692_24308634.jpg,미확인
258,18603,당산돈,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/18603_1468134814.jpg,운영중
259,18603,당산돈,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/18603_1227113162.jpg,운영중
304,21944,크레올,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/21944_1819767338.jpg,운영중
305,21944,크레올,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/21944_1436385367.jpg,운영중
306,22318,루고 여의나루점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/22318_1908289036.jpg,미확인
307,22318,루고 여의나루점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/22318_585028274.jpg,미확인
309,22416,더치앤빈 당산점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/22416_136295030.jpg,미확인
310,22703,쥐풍수타면,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/22703_1513509604.jpg,폐업
311,22703,쥐풍수타면,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/22703_1685164065.jpg,폐업
329,23153,이스트우드,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/23153_1842051202.jpg,운영중
330,23153,이스트우드,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/23153_1513666017.jpg,운영중
345,25517,팔공티 당산역사점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/25517_1349792378.jpg,폐업
348,26298,카페타임즈,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/26298_46663999.jpg,운영중
353,27734,구디롤앤커피,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/27734_1339387039.jpg,폐업
354,27734,구디롤앤커피,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/27734_22621415.jpg,폐업
357,28763,UNIBAR,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/28763_208950398.jpg,운영중
358,29151,르사이공 양평롯데마트점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/29151_1474988763.jpg,폐업
361,29967,경성찹쌀꽈배기 영등포역점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/29967_884771348.jpg,미확인
362,29967,경성찹쌀꽈배기 영등포역점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/29967_1319506190.jpg,미확인
396,33745,티블랙 문래점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/33745_949941130.jpg,폐업
397,33745,티블랙 문래점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/33745_1334793746.jpg,폐업
398,35215,피자쏭 구로점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/35215_362935956.jpg,미확인
411,37183,디디카페,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/37183_883687259.jpg,폐업
412,37183,디디카페,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/37183_502840143.jpg,폐업
414,37286,불닭발동대문엽기떡볶이,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/37286_1071987396.jpg,폐업
415,37286,불닭발동대문엽기떡볶이,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/37286_1220414588.jpg,폐업
452,40273,1투3치킨호프당산점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/40273_130385354.jpg,폐업
453,40273,1투3치킨호프당산점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/40273_2000561138.jpg,폐업
460,41352,잔비어유,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/41352_148612344.jpg,미확인
467,41527,조이카페,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/41527_1051598913.jpg,미확인
468,41527,조이카페,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/41527_1854369628.jpg,미확인
471,41767,알치킨까페,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/41767_1407488911.jpg,미확인
472,41767,알치킨까페,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/41767_978604042.jpg,미확인
478,42685,태양닭발,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/42685_190974040.jpg,폐업
480,43074,평화,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/43074_109011004.jpg,운영중
481,43074,평화,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/43074_1209022811.jpg,운영중
486,44071,프링크앤드링크,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/44071_647479065.jpg,운영중
487,44071,프링크앤드링크,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/44071_2004557133.jpg,운영중
507,46111,케이펍 IFC점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/46111_1904233911.jpg,미확인
508,46111,케이펍 IFC점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/46111_827800783.jpg,미확인
511,46237,해물포차 jin,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/46237_527697050.jpg,미확인
523,46648,모리라멘,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/46648_1776795473.jpg,운영중
538,47876,테이스팅룸 IFC몰점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/47876_1181075849.jpg,운영중
539,47876,테이스팅룸 IFC몰점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/47876_1869112113.jpg,운영중
540,48209,도군이네쭈꾸미집,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/48209_21920811.jpg,미확인
541,48209,도군이네쭈꾸미집,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/48209_419736854.jpg,미확인
543,48282,돈기부여 (한양분식),서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/48282_1272593041.jpg,미확인
544,48282,돈기부여 (한양분식),서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/48282_790541771.jpg,미확인
549,48963,후미꼬,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/48963_115307243.jpg,운영중
557,49693,생활맥주 영등포구청점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/49693_1156446533.jpg,미확인
570,50837,선우어묵,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/50837_1373486724.jpg,폐업
574,51136,카페 미라클,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/51136_815430138.jpg,운영중
575,51136,카페 미라클,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/51136_126333173.jpg,운영중
583,52051,매머드커피 대방역점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/52051_1301084021.jpg,미확인
584,52051,매머드커피 대방역점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/52051_982781342.jpg,미확인
595,52712,툇마루집,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/52712_1823624795.jpg,미확인
596,52712,툇마루집,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/52712_821568347.jpg,미확인
599,53307,홍무양꼬치,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/53307_568185395.jpg,미확인
600,53307,홍무양꼬치,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/53307_1702002809.jpg,미확인
609,53343,펭귄카페,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/53343_83387520.jpg,운영중
610,53343,펭귄카페,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/53343_2008538304.jpg,운영중
633,54673,담소즉석떡볶이,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/54673_2066641190.jpg,미확인
634,54673,담소즉석떡볶이,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/54673_1389891732.jpg,미확인
635,54978,다올포차,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/54978_921238982.jpg,운영중
636,54978,다올포차,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/54978_1108927368.jpg,운영중
647,55464,라떼떼커피 문래점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/55464_369097186.jpg,미확인
648,55464,라떼떼커피 문래점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/55464_2106025525.jpg,미확인
673,55632,금화쿵푸,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/55632_1503918093.jpg,운영중
674,55632,금화쿵푸,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/55632_75816941.jpg,운영중
691,58040,주택커피 본점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/58040_1002990316.jpg,운영중
692,58040,주택커피 본점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/58040_620301309.jpg,운영중
698,58141,만두여행 쫄면&떡볶이 영등포점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/58141_1556367927.jpg,미확인
702,58475,백촌진짜대구막창 문래점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/58475_583614083.jpg,미확인
703,58475,백촌진짜대구막창 문래점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/58475_810882341.jpg,미확인
719,59473,누구나포차,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/59473_2036660046.jpg,미확인
720,59473,누구나포차,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/59473_771035370.jpg,미확인
721,59641,맛있는센스,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/59641_645627513.jpg,폐업
742,63386,칠성집,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/63386_618179099.jpg,미확인
743,63386,칠성집,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/63386_1160940316.jpg,미확인
744,63719,마라샤브,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/63719_1661750604.jpg,폐업
745,63811,또래오래 신길점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/63811_596960804.jpg,운영중
749,66223,장인닭갈비 영등포홈플러스점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/66223_1252135721.jpg,미확인
750,66223,장인닭갈비 영등포홈플러스점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/66223_1844235853.jpg,미확인
764,68033,돈까스박스,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/68033_909976517.jpg,운영중
765,68033,돈까스박스,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/68033_473291433.jpg,운영중
767,68083,쌀국수&마라탕,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/68083_903273288.jpg,미확인
768,68083,쌀국수&마라탕,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/68083_1889641748.jpg,미확인
777,68633,해담촌,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/68633_495336336.jpg,운영중
778,68633,해담촌,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/68633_1790209646.jpg,운영중
793,68720,세광양대창 당산점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/68720_1067469388.jpg,운영중
794,68720,세광양대창 당산점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/68720_1233460318.jpg,운영중
896,73648,꼬차,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/73648_981240768.jpg,폐업
897,73648,꼬차,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/73648_372107635.jpg,폐업
924,76002,고석환손만두 양평점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/76002_1852394710.jpg,폐업
961,78063,통닭이야기,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/78063_2080709720.jpg,운영중
962,78063,통닭이야기,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/78063_1986313261.jpg,운영중
1069,84079,Columpio,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/84079_122280617.jpg,미확인
1070,84079,Columpio,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/84079_1537734202.jpg,미확인
1087,84826,치킨매니아 영등포시장점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/84826_1341522033.jpg,운영중
1088,84826,치킨매니아 영등포시장점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/84826_880275211.jpg,운영중
1102,84876,도미노피자 대림점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/84876_1252708847.jpg,운영중
1103,84876,도미노피자 대림점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/84876_1872687903.jpg,운영중
1136,85964,상하이몽,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/85964_840878413.jpg,미확인
1137,85964,상하이몽,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/85964_1474392346.jpg,미확인
1139,86879,BBQ영등포점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/86879_1980432356.jpg,미확인
1140,86879,BBQ영등포점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/86879_1459147011.jpg,미확인
1154,87900,교촌치킨 당산1호점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/87900_1555446481.jpg,미확인
1155,87900,교촌치킨 당산1호점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/87900_173593565.jpg,미확인
1190,89806,죠샌드위치 문래GS홈쇼핑점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/89806_1445270495.jpg,미확인
1191,89806,죠샌드위치 문래GS홈쇼핑점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/89806_1620201595.jpg,미확인
1201,90541,엘목삼,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/90541_780934844.jpg,운영중
1202,90541,엘목삼,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/90541_803859304.jpg,운영중
1210,90969,Mr Pizza,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/90969_565825518.jpg,운영중
1211,90969,Mr Pizza,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/90969_235832676.jpg,운영중
1240,92485,터치더스카이,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/92485_465163687.jpg,운영중
1241,92485,터치더스카이,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/92485_1187337211.jpg,운영중
1242,92615,죠스떡볶이 영등포구청점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/92615_1693947647.jpg,미확인
1243,92615,죠스떡볶이 영등포구청점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/92615_213891722.jpg,미확인
1267,94494,본가진국설렁탕,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/94494_1587136272.jpg,폐업
1281,95203,카페코지,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/95203_489863453.jpg,폐업
1282,95203,카페코지,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/95203_698402968.jpg,폐업
1283,95382,장충 왕족발,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/95382_1694324342.jpg,운영중
1284,95382,장충 왕족발,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-10/restaurant/95382_1545481095.jpg,운영중
1286,95770,꼴통감독,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/95770_1624985482.jpg,폐업
1287,95770,꼴통감독,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/95770_206180875.jpg,폐업
1291,96295,카스앤락 양평점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/96295_295885206.jpg,폐업
1292,96295,카스앤락 양평점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-12/restaurant/96295_1925716133.jpg,폐업
1293,96595,마음의온도,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/96595_601398820.jpg,운영중
1294,96595,마음의온도,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/96595_1082309365.jpg,운영중
1304,97814,HARNEY & SONS NEW YORK,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/97814_1773599859.jpg,미확인
1305,97814,HARNEY & SONS NEW YORK,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/97814_1402143332.jpg,미확인
1311,98417,미술관 당산역점,서울특별시 영등포구,https://ukcooyocdlvo8099722.cdn.ntruss.com/public_data/2020-11/restaurant/98417_842651504.jpg,폐업
